2026/09/11 08:02:41 ADMIN_EMAILS not set: admin portal disabled (/api/v1/admin/* returns 404)
2026/09/11 08:04:02 [ixdev/JxiLUOje8y-000075] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:60946 - 401 47B in 188.241µs
2026/09/11 08:04:02 [ixdev/JxiLUOje8y-000077] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60980 - 200 66B in 34.702µs
2026/09/11 08:04:02 [ixdev/JxiLUOje8y-000078] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:60966 - 200 66B in 31.449µs
2026/09/11 08:04:02 [ixdev/JxiLUOje8y-000076] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:60952 - 200 91B in 364.959µs
2026/09/11 08:04:03 [ixdev/JxiLUOje8y-000079] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:58182 - 200 341B in 1.679305ms
2026/09/11 08:04:03 [ixdev/JxiLUOje8y-000080] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:58190 - 401 47B in 139.165µs
2026/09/11 08:04:03 [ixdev/JxiLUOje8y-000082] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:58220 - 200 66B in 42.973µs
2026/09/11 08:04:03 [ixdev/JxiLUOje8y-000083] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:58204 - 200 66B in 21.436µs
2026/09/11 08:04:03 [ixdev/JxiLUOje8y-000081] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:58200 - 200 91B in 316.904µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000085] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38592 - 200 66B in 31.565µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000086] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38586 - 200 66B in 32.592µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000084] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:38572 - 200 91B in 277.135µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000087] "POST http://localhost:15173/api/v1/auth/google HTTP/1.1" from 127.0.0.1:38594 - 200 356B in 2.43357ms
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000089] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:38612 - 200 91B in 360.362µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000088] "GET http://localhost:15173/api/v1/ws/player HTTP/1.1" from 127.0.0.1:38596 - 000 0B in 85.272537ms
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000090] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:38620 - 200 346B in 3.086765ms
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000091] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:38628 - 200 346B in 1.705078ms
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000092] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:38640 - 401 47B in 228.073µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000094] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38664 - 200 66B in 36.133µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000095] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38662 - 200 66B in 31.372µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000093] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:38650 - 200 91B in 249.115µs
2026/09/11 08:04:18 [ixdev/JxiLUOje8y-000096] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:38676 - 401 47B in 315.732µs
2026/09/11 08:04:19 [ixdev/JxiLUOje8y-000099] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38698 - 200 66B in 47.496µs
2026/09/11 08:04:19 [ixdev/JxiLUOje8y-000098] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:38700 - 200 66B in 49.596µs
2026/09/11 08:04:19 [ixdev/JxiLUOje8y-000097] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:38688 - 200 91B in 287.12µs
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000100] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:51100 - 200 346B in 1.655842ms
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000101] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:51102 - 401 47B in 238.509µs
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000103] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:51122 - 200 66B in 49.069µs
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000104] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:51116 - 200 66B in 37.948µs
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000102] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:51104 - 200 91B in 330.176µs
2026/09/11 08:04:34 [ixdev/JxiLUOje8y-000105] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:51136 - 200 346B in 2.019305ms
2026/09/11 08:04:35 [ixdev/JxiLUOje8y-000106] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:51146 - 401 47B in 196.779µs
2026/09/11 08:04:35 [ixdev/JxiLUOje8y-000108] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:51162 - 200 66B in 46.621µs
2026/09/11 08:04:35 [ixdev/JxiLUOje8y-000109] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:51178 - 200 66B in 24.493µs
2026/09/11 08:04:35 [ixdev/JxiLUOje8y-000107] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:51148 - 200 91B in 338.553µs
2026/09/11 08:04:49 [ixdev/JxiLUOje8y-000110] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:37634 - 200 346B in 1.695803ms
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000111] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:37650 - 401 47B in 152.925µs
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000112] "GET http://localhost:15173/api/v1/achievements HTTP/1.1" from 127.0.0.1:37654 - 200 12945B in 164.892µs
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000113] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:37668 - 200 387B in 2.228085ms
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000114] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:37670 - 401 47B in 206.34µs
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000115] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:37676 - 200 388B in 1.271628ms
2026/09/11 08:04:50 [ixdev/JxiLUOje8y-000116] "POST http://localhost:15173/api/v1/rounds HTTP/1.1" from 127.0.0.1:37680 - 401 47B in 61.473µs
2026/09/11 08:04:51 [ixdev/JxiLUOje8y-000117] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:37684 - 401 47B in 205.828µs
2026/09/11 08:04:51 [ixdev/JxiLUOje8y-000118] "POST http://localhost:15173/api/v1/rounds HTTP/1.1" from 127.0.0.1:37692 - 401 47B in 48.852µs
2026/09/11 08:04:58 [ixdev/JxiLUOje8y-000119] "GET http://127.0.0.1:18080/api/v1/healthz HTTP/1.1" from 127.0.0.1:34886 - 200 40B in 47.783µs
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000120] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:34896 - 200 387B in 2.133081ms
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000121] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:34910 - 401 47B in 205.125µs
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000122] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:34912 - 200 388B in 1.25306ms
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000123] "POST http://localhost:15173/api/v1/rounds HTTP/1.1" from 127.0.0.1:34914 - 401 47B in 48.062µs
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000124] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:34930 - 401 47B in 257.405µs
2026/09/11 08:05:01 [ixdev/JxiLUOje8y-000125] "POST http://localhost:15173/api/v1/rounds HTTP/1.1" from 127.0.0.1:34940 - 401 47B in 52.354µs
2026/09/11 08:05:11 [ixdev/JxiLUOje8y-000126] "POST http://127.0.0.1:18080/api/v1/players HTTP/1.1" from 127.0.0.1:44440 - 200 346B in 1.587524ms
2026/09/11 08:05:11 [ixdev/JxiLUOje8y-000127] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:44444 - 401 47B in 215.813µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000128] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:44456 - 200 91B in 434.465µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000129] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:44460 - 200 66B in 54.811µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000130] "GET http://localhost:15173/api/v1/skins HTTP/1.1" from 127.0.0.1:44472 - 200 2576B in 128.589µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000131] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:44486 - 200 66B in 24.083µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000133] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:44500 - 200 66B in 27.459µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000132] "GET http://localhost:15173/api/v1/items HTTP/1.1" from 127.0.0.1:44492 - 200 6201B in 144.018µs
2026/09/11 08:05:12 [ixdev/JxiLUOje8y-000134] "GET http://localhost:15173/api/v1/items HTTP/1.1" from 127.0.0.1:44502 - 200 6201B in 145.3µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000135] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:37042 - 200 66B in 55.158µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000136] "GET http://localhost:15173/api/v1/skins HTTP/1.1" from 127.0.0.1:37046 - 200 2576B in 83.771µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000140] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:37076 - 200 66B in 31.859µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000139] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:37052 - 200 66B in 82.732µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000137] "GET http://localhost:15173/api/v1/items HTTP/1.1" from 127.0.0.1:37068 - 200 6201B in 117.303µs
2026/09/11 08:05:13 [ixdev/JxiLUOje8y-000138] "GET http://localhost:15173/api/v1/items HTTP/1.1" from 127.0.0.1:37082 - 200 6201B in 112.827µs
2026/09/11 08:05:14 [ixdev/JxiLUOje8y-000141] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:37096 - 200 396B in 1.265552ms
2026/09/11 08:05:15 [ixdev/JxiLUOje8y-000142] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:37098 - 401 47B in 190.169µs
2026/09/11 08:05:15 [ixdev/JxiLUOje8y-000145] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:37110 - 200 66B in 31.23µs
2026/09/11 08:05:15 [ixdev/JxiLUOje8y-000144] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:37124 - 200 66B in 33.523µs
2026/09/11 08:05:15 [ixdev/JxiLUOje8y-000143] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:37102 - 200 91B in 284.346µs
2026/09/11 08:05:25 [ixdev/JxiLUOje8y-000146] "POST http://127.0.0.1:18080/api/v1/auth/google HTTP/1.1" from 127.0.0.1:42092 - 200 396B in 1.017308ms
2026/09/11 08:05:25 [ixdev/JxiLUOje8y-000147] "GET http://localhost:15173/api/v1/me HTTP/1.1" from 127.0.0.1:42106 - 401 47B in 221.125µs
2026/09/11 08:05:25 [ixdev/JxiLUOje8y-000149] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:42116 - 200 66B in 32.044µs
2026/09/11 08:05:25 [ixdev/JxiLUOje8y-000150] "GET http://localhost:15173/api/v1/meta HTTP/1.1" from 127.0.0.1:42124 - 200 66B in 43.424µs
2026/09/11 08:05:25 [ixdev/JxiLUOje8y-000148] "GET http://localhost:15173/api/v1/leaderboard?mode=queen&period=weekly&limit=50 HTTP/1.1" from 127.0.0.1:42114 - 200 91B in 271.182µs
